StartTime,Flgs,Proto,SrcAddr,DstAddr,State,Dur,SrcRate,DstRate,SrcPkts,DstPkts,SrcBytes,DstBytes,StdDev,attack
1526344875,e,udp,192.168.100.3,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526344913,e,udp,fe80::250:56ff:febe:e9d9,ff02::fb,INT,0,0,0,1,0,107,0,0,0
1526344913,e,udp,192.168.100.5,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526345117,e,udp,192.168.100.4,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526345117,e,udp,fe80::c0c0:aa20:45b9:bdd9,ff02::fb,INT,0,0,0,1,0,107,0,0,0
1526345186,e,udp,192.168.100.148,27.124.125.250,CON,0.048705,0,0,1,1,90,90,0,0
1526345187,e,udp,192.168.100.150,27.124.125.250,CON,0.048645,0,0,1,1,90,90,0,0
1526345228,e,ipv6-icmp,fe80::250:56ff:febe:89ee,ff02::2,NRS,0,0,0,1,0,70,0,0,0
1526345259,e,udp,192.168.100.147,129.250.35.250,CON,0.00697,0,0,1,1,90,90,0,0
1526345284,e,udp,192.168.100.4,91.189.91.157,CON,0.223549,0,0,1,1,90,90,0,0
1526345284,e,arp,192.168.100.1,192.168.100.4,CON,1.10E-05,0,0,1,1,60,42,0,0
1526345289,e,arp,192.168.100.4,192.168.100.1,CON,0.000251,0,0,1,1,42,60,0,0
1526345445,e,udp,192.168.100.150,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345446,e,udp,192.168.100.149,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345449,e,udp,192.168.100.148,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345450,e,udp,192.168.100.150,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345451,e,udp,192.168.100.149,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345452,e,udp,192.168.100.150,224.0.0.251,INT,0,0,0,1,0,60,0,0,0
1526345452,e,udp,192.168.100.147,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345453,e,udp,192.168.100.149,224.0.0.251,INT,0,0,0,1,0,60,0,0,0
1526345454,e,udp,192.168.100.148,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345456,e,udp,192.168.100.148,224.0.0.251,INT,0,0,0,1,0,60,0,0,0
1526345457,e,udp,192.168.100.147,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345459,e,udp,192.168.100.147,224.0.0.251,INT,0,0,0,1,0,60,0,0,0
1526345472,e,udp,192.168.100.150,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345473,e,udp,192.168.100.149,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345476,e,udp,192.168.100.148,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345477,e,udp,192.168.100.150,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345478,e,udp,192.168.100.149,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345479,e,udp,192.168.100.147,224.0.0.251,INT,0,0,0,1,0,88,0,0,0
1526345479,e,udp,192.168.100.150,192.168.217.2,INT,2.501117,0.399821,0,2,0,172,0,0,0
1526345481,e,udp,192.168.100.148,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345480,e,udp,192.168.100.149,192.168.217.2,INT,2.500041,0.399993,0,2,0,172,0,0,0
1526345484,e,udp,192.168.100.148,192.168.217.2,INT,2.501191,0.39981,0,2,0,172,0,0,0
1526345484,e,udp,192.168.100.147,224.0.0.251,INT,0,0,0,1,0,83,0,0,0
1526345485,e,udp,192.168.100.150,8.8.8.8,CON,0.007175,0,0,1,1,86,86,0,0
1526345487,e,udp,192.168.100.149,8.8.8.8,CON,0.007346,0,0,1,1,86,86,0,0
1526345486,e,udp,192.168.100.147,192.168.217.2,INT,2.500008,0.399999,0,2,0,172,0,0,0
1526345490,e,udp,192.168.100.148,8.8.8.8,CON,0.006982,0,0,1,1,86,86,0,0
1526345493,e,udp,192.168.100.147,8.8.8.8,CON,0.006987,0,0,1,1,86,86,0,0
1526345600,e,udp,192.168.100.5,192.168.100.1,CON,0.052971,0,0,1,1,79,154,0,0
1526345600,e,arp,192.168.100.1,192.168.100.5,CON,0.000134,0,0,1,1,60,60,0,0
1526345600,e,udp,192.168.100.5,192.168.100.1,CON,0.00019,0,0,1,1,79,154,0,0
1526345605,e,arp,192.168.100.5,192.168.100.1,CON,7.80E-05,0,0,1,1,60,60,0,0
1526345617,e,tcp,192.168.100.5,192.168.100.3,CON,46.375206,0.970346,1.078162,46,51,5843,23501,1.349996,0
1526345683,e,udp,192.168.100.27,224.0.0.251,INT,0,0,0,1,0,183,0,0,0
1526345683,e,udp,fe80::2c6a:ff9b:7e14:166a,ff02::fb,INT,0,0,0,1,0,203,0,0,0
1526345895,e,tcp,192.168.100.5,192.168.100.3,CON,1479.64624,10.964783,0,16225,0,15080400,0,0.026395,0
1526345895,e,udp,192.168.100.7,192.168.100.3,INT,1479.699585,9.96824,0,14751,0,885060,0,0.012232,0
1526345895,e &,tcp,192.168.100.3,192.168.100.55,CON,1479.382935,17.942616,17.942616,26545,26545,25806623,28757872,0.006599,0
1526345895,e,udp,192.168.100.46,192.168.100.5,CON,1479.436279,17.942644,17.942644,26546,26546,27205854,25800083,0.009367,0
1526345895,e,tcp,192.168.100.6,192.168.100.3,CON,1479.542847,5.980901,0,8850,0,2619600,0,0.009396,0
1526345897,e,tcp,192.168.100.3,13.55.154.73,CON,1478.75647,0.804054,0.802701,1190,1188,500739,78408,1.190139,0
1526345895,e,udp,192.168.100.46,192.168.100.5,INT,1479.433105,17.942684,0,26546,0,25390827,0,0.007576,0
1526345895,e,tcp,192.168.100.46,192.168.100.5,CON,1479.433105,17.942684,0,26546,0,25437515,0,0.007897,0
1526346075,e,udp,192.168.100.27,192.168.100.1,CON,0.144049,0,0,1,1,87,103,0,0
1526346076,e,arp,192.168.100.1,192.168.100.27,CON,0.000411,0,0,1,1,60,60,0,0
1526346176,e,udp,192.168.100.27,192.168.100.1,CON,0.003554,0,0,1,1,342,342,0,0
1526346080,e,arp,192.168.100.27,192.168.100.1,CON,100.864304,0.009914,0.009914,2,2,120,120,1.80E-05,0
1526346275,e,udp,192.168.100.149,27.124.125.250,CON,0.049033,0,0,1,1,90,90,0,0
1526346280,e,arp,192.168.100.149,192.168.100.1,CON,0.000107,0,0,1,1,60,60,0,0
1526346299,e,ipv6-icmp,fe80::250:56ff:febe:254,ff02::2,NRS,0,0,0,1,0,70,0,0,0
1526346428,e,ipv6-icmp,fe80::250:56ff:febe:bf1a,ff02::2,NRS,0,0,0,1,0,70,0,0,0
1526346513,e,arp,192.168.100.1,192.168.100.3,CON,0.000103,0,0,1,1,60,60,0,0
1526346518,e,udp,192.168.100.6,192.168.100.255,INT,900.018799,0.001111,0,2,0,500,0,0,0
1526346608,e,udp,192.168.100.3,216.239.34.10,CON,0.14349,0,0,1,1,98,103,0,0
1526346608,e,udp,192.168.100.3,199.7.91.13,CON,0.015746,0,0,1,1,85,1216,0,0
1526346608,e,udp,192.168.100.3,199.7.91.13,CON,0.015563,0,0,1,1,70,1139,0,0
1526346609,e,udp,192.168.100.3,192.52.178.30,CON,0.16751,0,0,1,1,85,806,0,0
1526346609,e,tcp,192.168.100.3,172.217.25.170,FIN,170.374344,0.123258,0.09978,22,18,3063,4404,0.121777,0
1526347047,e,udp,fe80::c0c0:aa20:45b9:bdd9,ff02::fb,INT,0,0,0,1,0,180,0,0,0
1526347047,e,udp,192.168.100.4,224.0.0.251,INT,0,0,0,1,0,160,0,0,0
1526347081,e,ipv6-icmp,fe80::250:56ff:febe:c038,ff02::2,NRS,0,0,0,1,0,70,0,0,0
1526346041,e,tcp,192.168.100.7,192.168.100.4,CON,1090.456299,0.002751,0.002751,4,4,280,264,1.30E-05,0
1526346046,e,arp,192.168.100.4,192.168.100.7,CON,1090.560181,0.002751,0.002751,4,4,168,240,4.10E-05,0
1526347234,e,udp,192.168.100.148,27.124.125.250,CON,0.048622,0,0,1,1,90,90,0,0
1526347234,e,arp,192.168.100.1,192.168.100.148,CON,5.80E-05,0,0,1,1,60,60,0,0
1526347235,e,udp,192.168.100.150,27.124.125.250,CON,0.048539,0,0,1,1,90,90,0,0
1526347235,e,arp,192.168.100.1,192.168.100.150,CON,6.50E-05,0,0,1,1,60,60,0,0
1526347239,e,arp,192.168.100.148,192.168.100.1,CON,0.000158,0,0,1,1,60,60,0,0
1526347240,e,arp,192.168.100.150,192.168.100.1,CON,0.00015,0,0,1,1,60,60,0,0
1526346516,e,udp,192.168.100.7,192.168.100.255,INT,728.372864,0.004119,0,4,0,1086,0,1.40E-05,0
1526347308,e,udp,192.168.100.147,129.250.35.250,CON,0.007474,0,0,1,1,90,90,0,0
1526347308,e,arp,192.168.100.1,192.168.100.147,CON,5.50E-05,0,0,1,1,60,60,0,0
1526347313,e,arp,192.168.100.147,192.168.100.1,CON,0.000118,0,0,1,1,60,60,0,0
1526347332,e,udp,192.168.100.4,91.189.91.157,CON,0.221635,0,0,1,1,90,90,0,0
1526347332,e,arp,192.168.100.1,192.168.100.4,CON,1.20E-05,0,0,1,1,60,42,0,0
1526347337,e,arp,192.168.100.4,192.168.100.1,CON,0.000232,0,0,1,1,42,60,0,0
1526347896,e,tcp,192.168.100.3,13.55.154.73,CON,1936.802368,0.900972,0.90097,1746,1746,675381,115236,1.251197,0
1526347892,e &,tcp,192.168.100.55,192.168.100.3,CON,1940.859253,18.047161,18.047676,35028,35029,37747017,34086328,0.089902,0
1526347892,e,udp,192.168.100.46,192.168.100.5,INT,1940.859253,18.047676,0,35029,0,33491025,0,0.091445,0
1526347892,e,tcp,192.168.100.46,192.168.100.5,CON,1940.80957,18.047623,0,35028,0,33447147,0,0.093453,0
1526347892,e,tcp,192.168.100.5,192.168.100.3,CON,1940.759888,11.01012,0,21369,0,19736679,0,0.098533,0
1526347892,e,udp,192.168.100.7,192.168.100.3,INT,1940.80957,10.016953,0,19442,0,1166520,0,0.096352,0
1526347892,e,udp,192.168.100.46,192.168.100.5,CON,1940.80603,18.047657,18.047657,35028,35028,35835594,34075793,0.093033,0
1526347892,e,tcp,192.168.100.6,192.168.100.3,CON,1940.756348,6.045066,0,11733,0,3472968,0,0.09645,0
1526347973,e,udp,192.168.100.7,192.168.100.255,INT,1456.749512,0.003432,0,6,0,1629,0,3.10E-05,0
1526348175,e,udp,192.168.100.6,224.0.0.252,INT,0.1061,9.425071,0,2,0,132,0,0,0
1526348176,e,udp,192.168.100.6,192.168.100.255,INT,1.528407,1.308552,0,3,0,276,0,0,0
1526348206,e,udp,192.168.100.3,96.7.49.66,CON,0.30755,0,0,1,1,98,235,0,0
1526348206,e,udp,192.168.100.3,205.251.193.2,CON,0.295126,0,0,1,1,98,268,0,0
1526348207,e,udp,192.168.100.3,192.33.4.12,CON,0.175987,0,0,1,1,82,1213,0,0
1526348207,e,udp,192.168.100.3,192.33.4.12,CON,0.17588,0,0,1,1,70,1139,0,0
1526348207,e,udp,192.168.100.3,192.41.162.30,CON,0.167138,0,0,1,1,82,803,0,0
1526348207,e,udp,192.168.100.3,205.251.195.97,CON,0.283312,0,0,1,1,93,230,0,0
1526348208,e,udp,192.168.100.3,205.251.196.236,CON,0.009264,0,0,1,1,93,326,0,0
1526348208,e,udp,192.168.100.3,192.36.148.17,CON,0.057797,0,0,1,1,81,1209,0,0
1526348208,e,udp,192.168.100.3,192.36.148.17,CON,0.057087,0,0,1,1,70,1139,0,0
1526348208,e,udp,192.168.100.3,192.35.51.30,CON,0.164684,0,0,1,1,81,802,0,0
1526348222,e,tcp,192.168.100.7,192.168.100.4,CON,1453.943237,0.002751,0.002751,5,5,350,330,3.50E-05,0
1526348227,e,arp,192.168.100.4,192.168.100.7,CON,1453.828125,0.002751,0.002751,5,5,210,300,3.20E-05,0
1526348209,e,tcp,192.168.100.3,35.165.2.252,FIN,61.455345,0.276624,0.211536,18,14,2393,4328,0.350856,0
1526348302,e,udp,192.168.100.150,192.168.217.2,INT,2.500013,0.399998,0,2,0,172,0,0,0
1526348307,e,arp,192.168.100.150,192.168.100.1,CON,981.247681,0.004076,0.004076,5,5,300,300,3.90E-05,0
1526348309,e,udp,192.168.100.150,8.8.8.8,CON,0.007516,0,0,1,1,86,86,0,0
1526348314,e,udp,192.168.100.150,192.168.217.2,INT,2.500081,0.399987,0,2,0,172,0,0,0
1526348318,e,udp,192.168.100.6,192.168.100.255,INT,900.018982,0.001111,0,2,0,500,0,0,0
1526348324,e,udp,192.168.100.149,27.124.125.250,CON,0.04841,0,0,1,1,90,90,0,0
1526348324,e,arp,192.168.100.1,192.168.100.149,CON,0.000111,0,0,1,1,60,60,0,0
1526348329,e,arp,192.168.100.149,192.168.100.1,CON,851.200012,0.003524,0.003524,4,4,240,240,2.40E-05,0
1526348331,e,udp,192.168.100.149,8.8.8.8,CON,0.282753,362.97641,8.067965,2,2,164,438,0.060596,0
1526348331,e,tcp,192.168.100.149,52.11.124.117,FIN,0.82394,16.991529,16.991529,15,15,7007,10672,0,0
1526348341,e,udp,192.168.100.148,8.8.8.8,CON,0.447222,333333.3125,3.365791,2,2,164,438,0.148552,0
1526348342,e d,tcp,192.168.100.148,52.11.124.117,FIN,1.525284,10.489849,9.834234,17,16,7215,13633,0,0
1526348343,e,udp,192.168.100.150,8.8.8.8,CON,0.371472,500000,8.604593,2,2,164,438,0.058107,0
1526348343,e,tcp,192.168.100.150,52.11.124.117,FIN,0.873009,17.181953,16.036489,16,15,7073,10666,0,0
1526348382,e,udp,192.168.100.149,8.8.8.8,CON,0.144525,1000000,2178.64917,2,2,162,278,0.000225,0
1526348382,e,tcp,192.168.100.149,52.201.147.106,FIN,1.499182,8.004365,6.670304,13,11,1646,6459,0,0
1526348383,e,udp,192.168.100.148,8.8.8.8,CON,0.143718,333333.3125,1206.272583,2,2,162,278,0.000413,0
1526348383,e,tcp,192.168.100.148,52.201.147.106,FIN,1.388327,8.643497,7.923205,13,12,1646,6573,0,0
1526348394,e,udp,192.168.100.150,8.8.8.8,CON,0.144507,250000,1533.74231,2,2,162,278,0.000324,0
1526348394,e,tcp,192.168.100.150,52.201.147.106,FIN,1.44505,8.304211,7.612193,13,12,1646,6525,0,0
1526348397,e,udp,192.168.100.3,216.239.36.10,CON,0.142401,0,0,1,1,98,103,0,0
1526348397,e,udp,192.168.100.3,192.112.36.4,CON,0.138338,0,0,1,1,85,1216,0,0
1526348397,e,udp,192.168.100.3,192.112.36.4,CON,0.143069,0,0,1,1,70,1139,0,0
1526348398,e,udp,192.168.100.3,192.31.80.30,CON,0.278547,0,0,1,1,85,806,0,0
1526348398,e d,tcp,192.168.100.3,172.217.25.170,FIN,171.085968,0.12859,0.087675,23,16,3130,3725,0.138228,0
1526348473,e,udp,192.168.100.27,192.168.100.1,CON,1176.48999,0.00085,0.00085,2,2,174,456,0.197141,0
1526348476,e,udp,fe80::250:56ff:febe:26db,ff02::fb,INT,0,0,0,1,0,107,0,0,0
1526348476,e,udp,192.168.100.3,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526348478,e,arp,192.168.100.27,192.168.100.1,CON,1176.32312,0.0017,0.0017,3,3,180,180,2.60E-05,0
1526348485,e,udp,192.168.100.149,192.168.217.2,INT,2.501165,0.399814,0,2,0,172,0,0,0
1526348491,e,udp,192.168.100.149,8.8.8.8,CON,0.007202,0,0,1,1,86,86,0,0
1526348491,e,udp,192.168.100.150,192.168.217.2,INT,2.501002,0.39984,0,2,0,172,0,0,0
1526348495,e,udp,192.168.100.147,8.8.8.8,CON,0.357798,166666.6563,7.236885,2,2,164,438,0.069088,0
1526348495,e,tcp,192.168.100.147,52.11.124.117,FIN,0.822892,17.013168,15.797942,15,14,7007,10601,0,0
1526348494,e,udp,192.168.100.148,192.168.217.2,INT,2.501129,0.399819,0,2,0,172,0,0,0
1526348497,e,udp,192.168.100.150,8.8.8.8,CON,0.007221,0,0,1,1,86,86,0,0
1526348499,e,arp,192.168.100.148,192.168.100.1,CON,788.479614,0.005073,0.005073,5,5,300,300,3.30E-05,0
1526348498,e,udp,192.168.100.149,192.168.217.2,INT,2.500983,0.399843,0,2,0,172,0,0,0
1526348500,e,udp,192.168.100.148,8.8.8.8,CON,0.007183,0,0,1,1,86,86,0,0
1526348498,e,udp,192.168.100.147,192.168.217.2,INT,2.501104,0.399823,0,2,0,172,0,0,0
1526348503,e,udp,192.168.100.150,192.168.217.2,INT,2.501241,0.399802,0,2,0,172,0,0,0
1526348504,e,udp,192.168.100.149,8.8.8.8,CON,0.007815,0,0,1,1,86,86,0,0
1526348504,e,udp,192.168.100.147,8.8.8.8,CON,0.007432,0,0,1,1,86,86,0,0
1526348509,e,udp,192.168.100.150,8.8.8.8,CON,0.007383,0,0,1,1,86,86,0,0
1526348507,e,udp,192.168.100.148,192.168.217.2,INT,2.500164,0.399974,0,2,0,172,0,0,0
1526348513,e,udp,fe80::250:56ff:febe:e9d9,ff02::fb,INT,0,0,0,1,0,107,0,0,0
1526348513,e,udp,192.168.100.5,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526348511,e,udp,192.168.100.147,192.168.217.2,INT,2.501101,0.399824,0,2,0,172,0,0,0
1526348514,e,udp,192.168.100.148,8.8.8.8,CON,0.007396,0,0,1,1,86,86,0,0
1526348517,e,udp,192.168.100.147,8.8.8.8,CON,0.007261,0,0,1,1,86,86,0,0
1526348526,e,udp,192.168.100.150,192.168.100.255,INT,0.010097,99.039322,0,2,0,120,0,0,0
1526348526,e,udp,192.168.100.150,192.168.100.255,INT,0.0101,99.009903,0,2,0,120,0,0,0
1526348526,e,udp,fe80::250:56ff:febe:254,ff02::1,INT,0.010028,99.720779,0,2,0,156,0,0,0
1526348526,e,udp,fe80::250:56ff:febe:254,ff02::1,INT,0.010023,99.770531,0,2,0,156,0,0,0
1526348528,e,udp,192.168.100.150,255.255.255.255,INT,0,0,0,1,0,60,0,0,0
1526348529,e,udp,192.168.100.150,255.255.255.255,INT,0,0,0,1,0,79,0,0,0
1526348546,e,udp,192.168.100.147,8.8.8.8,CON,0.180107,250000,28.253374,2,2,162,278,0.017699,0
1526348546,e,tcp,192.168.100.147,52.201.147.106,FIN,1.766426,6.793378,6.793378,13,13,1646,6639,0,0
1526348717,e,udp,192.168.100.4,224.0.0.251,INT,0,0,0,1,0,87,0,0,0
1526348717,e,udp,fe80::c0c0:aa20:45b9:bdd9,ff02::fb,INT,0,0,0,1,0,107,0,0,0
1526348806,e,arp,192.168.100.1,192.168.100.4,CON,2.20E-05,0,0,1,1,60,42,0,0
1526348805,e,udp,192.168.100.4,192.168.100.1,CON,6.208192,0.644334,0.555538,5,4,380,694,0.323125,0
1526348810,e,arp,192.168.100.4,192.168.100.1,CON,575.748169,0.003474,0.003474,3,3,126,180,1.80E-05,0
1526348810,e,tcp,192.168.100.4,91.189.92.40,RST,51.489693,0.271899,0.213635,15,12,1677,5584,0.450007,0
1526348811,e,tcp,192.168.100.4,91.189.92.40,RST,52.009312,1.134412,3.672419,60,192,4673,278109,0.947639,0
1526348907,e,arp,192.168.100.1,192.168.100.3,CON,2.00E-05,0,0,1,1,60,60,0,0
1526348988,e,udp,192.168.100.27,192.168.100.1,CON,0.001609,0,0,1,1,342,342,0,0
1526349103,e,udp,192.168.100.150,192.168.217.2,INT,2.500187,0.39997,0,2,0,172,0,0,0
1526349110,e,udp,192.168.100.150,8.8.8.8,CON,0.007171,0,0,1,1,86,86,0,0
1526349115,e,udp,192.168.100.149,192.168.217.2,INT,2.501116,0.399822,0,2,0,172,0,0,0
1526349121,e,udp,192.168.100.149,8.8.8.8,CON,0.007082,0,0,1,1,86,86,0,0
1526349122,e,udp,192.168.100.148,192.168.217.2,INT,2.501011,0.399838,0,2,0,172,0,0,0
1526349128,e,udp,192.168.100.148,8.8.8.8,CON,0.007357,0,0,1,1,86,86,0,0
1526349137,e,udp,192.168.100.147,192.168.217.2,INT,2.499924,0.400012,0,2,0,172,0,0,0
1526349142,e,arp,192.168.100.147,192.168.100.1,CON,218.879776,0.009137,0.009137,3,3,180,180,1.90E-05,0
1526349144,e,udp,192.168.100.147,8.8.8.8,CON,0.008054,0,0,1,1,86,86,0,0
1526349160,e,ipv6-icmp,fe80::250:56ff:febe:89ee,ff02::2,NRS,0,0,0,1,0,70,0,0,0
1526349173,e,udp,192.168.100.150,192.168.217.2,INT,2.500849,0.399864,0,2,0,172,0,0,0
1526349175,e,udp,192.168.100.149,192.168.217.2,INT,2.501134,0.399819,0,2,0,172,0,0,0
1526349178,e,udp,192.168.100.147,192.168.217.2,INT,2.50084,0.399866,0,2,0,172,0,0,0
1526349176,e,udp,192.168.100.148,192.168.217.2,INT,2.499885,0.400018,0,2,0,172,0,0,0
1526349179,e,udp,192.168.100.150,8.8.8.8,CON,0.006721,0,0,1,1,86,86,0,0
1526349181,e,udp,192.168.100.149,8.8.8.8,CON,0.007419,0,0,1,1,86,86,0,0
1526349183,e,udp,192.168.100.148,8.8.8.8,CON,0.00733,0,0,1,1,86,86,0,0
1526349184,e,udp,192.168.100.147,8.8.8.8,CON,0.007745,0,0,1,1,86,86,0,0
